,qid,order,query,bm25.map
306,INEX_LD-2009063,word2vec.topn3,d day normandy invasion normandy DDay stalingrad d day stalingrad jutland invading,0.1171
307,INEX_LD-2009063,conceptluster.topn5.3.bm25,d day normandy invasion invasion normandy normandy landings operation overlord,0.1163
308,INEX_LD-2009063,conceptluster.topn5.3.qld,d day normandy invasion invasion normandy normandy landings operation overlord,0.1163
309,INEX_LD-2009063,tagmee.topn3,d day normandy invasion Normandy landings Operation Overlord Invasion of Normandy,0.1163
310,INEX_LD-2009063,bt_bing_arabic,D Day Invasion of Normandy,0.1125
311,INEX_LD-2009063,bt_bing_german,D Day invasion of Normandy,0.1125
312,INEX_LD-2009063,bt_bing_korean,D Day Normandy Invasion,0.1125
313,INEX_LD-2009063,bt_bing_malay,The normandy invasion of D Day,0.1125
314,INEX_LD-2009063,bt_bing_persian,D Day Normandy Invasion,0.1125
315,INEX_LD-2009063,bt_bing_swahili,D Day invasion normandy,0.1125
316,INEX_LD-2009063,bt_bing_tamil,D Day Normandy Invasion,0.1125
317,INEX_LD-2009063,bt_nllb_arabic,The Normandy invasion on D Day,0.1125
318,INEX_LD-2009063,bt_nllb_french,Invasion of Normandy on D Day,0.1125
319,INEX_LD-2009063,bt_nllb_german,The invasion of Normandy on D Day,0.1125
320,INEX_LD-2009063,bt_nllb_korean,D Day invasion of Normandy,0.1125
321,INEX_LD-2009063,bt_nllb_malay,D Day invasion of Normandy,0.1125
322,INEX_LD-2009063,bt_nllb_russian,The invasion of Normandy on D Day,0.1125
323,INEX_LD-2009063,bt_nllb_swahili,D Day invasion of Normandy,0.1125
324,INEX_LD-2009063,conceptnet.topn3,d day normandy invasion,0.1125
325,INEX_LD-2009063,conceptnet.topn3.replace,d day normandy invasion,0.1125
326,INEX_LD-2009063,docluster.topn10.3.bm25,d day normandy invasion,0.1125
327,INEX_LD-2009063,docluster.topn10.3.qld,d day normandy invasion,0.1125
328,INEX_LD-2009063,original,D Day normandy invasion,0.1125
329,INEX_LD-2009063,rm3.topn10.10.0.5.bm25,D-Day normandy invasion,0.1125
330,INEX_LD-2009063,rm3.topn10.10.0.5.qld,D-Day normandy invasion,0.1125
331,INEX_LD-2009063,sensedisambiguation.replace,d day normandie invasion,0.1125
332,INEX_LD-2009063,stem.krovetz,d day normandy invasion,0.1125
333,INEX_LD-2009063,stem.sstemmer,d day normandy invasion,0.1125
334,INEX_LD-2009063,termluster.topn5.3.bm25,d day normandy invasion,0.1125
335,INEX_LD-2009063,termluster.topn5.3.qld,d day normandy invasion,0.1125
336,INEX_LD-2009063,thesaurus.topn3,d day normandy invasion,0.1125
337,INEX_LD-2009063,thesaurus.topn3.replace,d day normandy invasion,0.1125
338,INEX_LD-2009063,wordnet.topn3,d day normandy invasion June encroachment intrusion,0.1017
339,INEX_LD-2009063,tagmee.topn3.replace,Normandy landings Operation Overlord Invasion of Normandy,0.098
340,INEX_LD-2009063,bt_bing_russian,D Day landings in Normandy,0.0769
341,INEX_LD-2009063,bt_bing_chinese_simplified,Normandy landings,0.0683
342,INEX_LD-2009063,bt_bing_french,Normandy landings,0.0683
343,INEX_LD-2009063,bt_nllb_persian,The Normandy attack on D Day,0.0576
344,INEX_LD-2009063,anchor.topn3,d day normandy invasion d day overlord italy salerno elongatopothyn chlorotocella sorosporium,0.056
345,INEX_LD-2009063,glove.topn3,d day normandy invasion normandy landings d day brittany invading invaded,0.0426
346,INEX_LD-2009063,stem.paicehusk,d day normandy invas,0.0358
347,INEX_LD-2009063,stem.porter,d dai normandi invas,0.0358
348,INEX_LD-2009063,stem.porter2,d day normandi invas,0.0358
349,INEX_LD-2009063,word2vec.topn3.replace,normandy DDay stalingrad d day stalingrad jutland invading,0.0345
350,INEX_LD-2009063,anchor.topn3.replace,d day overlord italy salerno normandy elongatopothyn chlorotocella sorosporium,0.0218
351,INEX_LD-2009063,glove.topn3.replace,normandy landings d day brittany invading invaded,0.0117
352,INEX_LD-2009063,wordnet.topn3.replace,June normandy intrusion encroachment,0.0065
353,INEX_LD-2009063,bt_nllb_chinese_yue,The Norman invasion of D Day,0.0023
354,INEX_LD-2009063,bt_nllb_tamil,The D Day Norman invasion,0.0023
355,INEX_LD-2009063,bertqe.topn10.bm25,histori normandi visitor attract lower,0.0007
356,INEX_LD-2009063,stem.lovins,d day normand invas,0.0001
357,INEX_LD-2009063,bertqe.topn10.qld,structur calvado depart transport lower,0.0
358,INEX_LD-2009063,stem.trunc4,d day norm inva,0.0
359,INEX_LD-2009063,stem.trunc5,d day norma invas,0.0
360,INEX_LD-2009074,-1,web ranking scoring algorithm,0.1757
361,INEX_LD-2009074,bt_bing_arabic,Web ranking recording algorithm,0.2763
362,INEX_LD-2009074,bt_nllb_french,web ranking algorithm,0.2577
363,INEX_LD-2009074,bt_nllb_korean,Web ranking algorithm,0.2577
364,INEX_LD-2009074,bt_nllb_malay,algorithm for ranking the web,0.2577
365,INEX_LD-2009074,stem.lovins,web rank scor algorithm,0.2559
366,INEX_LD-2009074,stem.paicehusk,web rank scor algorithm,0.2559
367,INEX_LD-2009074,bt_nllb_chinese_yue,The ranking algorithm for websites,0.2323
368,INEX_LD-2009074,bt_bing_french,Web Ranking Scoring Algorithm,0.1757
369,INEX_LD-2009074,bt_bing_german,Web Ranking Scoring Algorithm,0.1757
370,INEX_LD-2009074,bt_bing_korean,Web Rank Scoring Algorithm,0.1757
371,INEX_LD-2009074,bt_bing_persian,Web Ranking Scoring Algorithm,0.1757
372,INEX_LD-2009074,bt_bing_tamil,Web Ranking Score Algorithm,0.1757
373,INEX_LD-2009074,bt_nllb_persian,The algorithm for web ranking scores,0.1757
374,INEX_LD-2009074,bt_nllb_swahili,web ranking scoring algorithm,0.1757
375,INEX_LD-2009074,bt_nllb_tamil,Web ranking score algorithm,0.1757
376,INEX_LD-2009074,docluster.topn10.3.bm25,web ranking scoring algorithm,0.1757
377,INEX_LD-2009074,docluster.topn10.3.qld,web ranking scoring algorithm,0.1757
378,INEX_LD-2009074,original,web ranking scoring algorithm,0.1757
379,INEX_LD-2009074,rm3.topn10.10.0.5.bm25,web ranking scoring algorithm,0.1757
380,INEX_LD-2009074,rm3.topn10.10.0.5.qld,web ranking scoring algorithm,0.1757
381,INEX_LD-2009074,stem.krovetz,web ranking score algorithm,0.1757
382,INEX_LD-2009074,stem.porter,web rank score algorithm,0.1757
383,INEX_LD-2009074,stem.porter2,web rank score algorithm,0.1757
384,INEX_LD-2009074,stem.sstemmer,web ranking scoring algorithm,0.1757
385,INEX_LD-2009074,termluster.topn5.3.bm25,web ranking scoring algorithm,0.1757
386,INEX_LD-2009074,termluster.topn5.3.qld,web ranking scoring algorithm,0.1757
387,INEX_LD-2009074,thesaurus.topn3,web ranking scoring algorithm,0.1757
388,INEX_LD-2009074,thesaurus.topn3.replace,web ranking scoring algorithm,0.1757
389,INEX_LD-2009074,bt_bing_russian,Web Ranking Evaluation Algorithm,0.1576
390,INEX_LD-2009074,relevancefeedback.topn10.qld,web ranking scoring algorithm rank aim googl browser cluster server search spam learn,0.1563
391,INEX_LD-2009074,bt_nllb_arabic,The algorithm for registering rankings on the Internet,0.1464
392,INEX_LD-2009074,word2vec.topn3,web ranking scoring algorithm internet web based algorith,0.1457
393,INEX_LD-2009074,relevancefeedback.topn10.bm25,web ranking scoring algorithm aim browser cluster speech reput engin rank journal bossam certif,0.1371
394,INEX_LD-2009074,conceptluster.topn5.3.bm25,web ranking scoring algorithm scoring algorithm,0.1063
395,INEX_LD-2009074,conceptluster.topn5.3.qld,web ranking scoring algorithm scoring algorithm,0.1063
396,INEX_LD-2009074,tagmee.topn3,web ranking scoring algorithm Scoring algorithm,0.1063
397,INEX_LD-2009074,conceptnet.topn3,web ranking scoring algorithm spider internet marking playing sport,0.1059
398,INEX_LD-2009074,wordnet.topn3,web ranking scoring algorithm vane network order grade hit grade tally algorithmic program algorithmic rule,0.078
399,INEX_LD-2009074,bt_bing_malay,web position scoring algorithm,0.0664
400,INEX_LD-2009074,wordnet.topn3.replace,vane network World Wide Web order rate higher ranking marking nock hit algorithmic rule algorithmic program,0.0634
401,INEX_LD-2009074,conceptnet.topn3.replace,spider internet ranking marking playing sport algorithm,0.0632
402,INEX_LD-2009074,sensedisambiguation,web world wide web ranking rate scoring grade algorithm,0.0359
403,INEX_LD-2009074,bt_bing_chinese_simplified,Network Ranking Scoring Algorithm,0.0354
404,INEX_LD-2009074,glove.topn3,web ranking scoring algorithm internet online top computation,0.0274
405,INEX_LD-2009074,bertqe.topn10.qld,softwar onlin compani semant web,0.0238
406,INEX_LD-2009074,bt_bing_swahili,Web level scoring algorithm,0.0225
407,INEX_LD-2009074,word2vec.topn3.replace,internet web based ranking scoring algorith,0.0131
408,INEX_LD-2009074,wiki.topn3,web ranking scoring algorithm kent distribution fisher consistency method moments statistics scoring algorithm,0.0044
409,INEX_LD-2009074,sensedisambiguation.replace,world wide web rate grade algorithm,0.003
410,INEX_LD-2009074,tagmee.topn3.replace,Scoring algorithm,0.0025
411,INEX_LD-2009074,bt_nllb_russian,algorithm for rating of websites,0.001
412,INEX_LD-2009074,wiki.topn3.replace,kent distribution fisher consistency method moments statistics scoring algorithm,0.0005
413,INEX_LD-2009074,anchor.topn3,web ranking scoring algorithm wwww design access thumb a mu law lbg log n,0.0
414,INEX_LD-2009074,anchor.topn3.replace,wwww design access thumb a ranking scoring mu law lbg log n,0.0
415,INEX_LD-2009074,bertqe.topn10.bm25,voic qualiti voiceband,0.0
416,INEX_LD-2009074,bt_nllb_german,The following is the list of the categories of users of the service,0.0
417,INEX_LD-2009074,glove.topn3.replace,internet online top scoring computation,0.0
418,INEX_LD-2009074,stem.trunc4,web rank scor algo,0.0
419,INEX_LD-2009074,stem.trunc5,web ranki scori algor,0.0
420,INEX_LD-2009096,-1,Eiffel,0.2587
421,INEX_LD-2009096,wordnet.topn3,eiffel Alexandre Gustave Eiffel,0.2661
422,INEX_LD-2009096,bt_bing_arabic,Eiffel,0.2587
423,INEX_LD-2009096,bt_bing_chinese_simplified,Eiffel,0.2587
424,INEX_LD-2009096,bt_bing_german,Eiffel,0.2587
425,INEX_LD-2009096,bt_bing_korean,Eiffel,0.2587
426,INEX_LD-2009096,bt_bing_malay,Eiffel,0.2587
427,INEX_LD-2009096,bt_bing_persian,Eiffel,0.2587
428,INEX_LD-2009096,bt_bing_russian,Eiffel,0.2587
429,INEX_LD-2009096,bt_bing_swahili,Eiffel,0.2587
430,INEX_LD-2009096,bt_bing_tamil,Eiffel,0.2587
431,INEX_LD-2009096,bt_nllb_malay,The Eiffel,0.2587
432,INEX_LD-2009096,bt_nllb_russian,The Eiffel,0.2587
433,INEX_LD-2009096,bt_nllb_swahili,Eiffel,0.2587
434,INEX_LD-2009096,conceptluster.topn5.3.bm25,eiffel,0.2587
435,INEX_LD-2009096,conceptluster.topn5.3.qld,eiffel,0.2587
436,INEX_LD-2009096,docluster.topn10.3.bm25,eiffel,0.2587
437,INEX_LD-2009096,docluster.topn10.3.qld,eiffel,0.2587
438,INEX_LD-2009096,original,Eiffel,0.2587
439,INEX_LD-2009096,rm3.topn10.10.0.5.bm25,Eiffel,0.2587
440,INEX_LD-2009096,rm3.topn10.10.0.5.qld,Eiffel,0.2587
441,INEX_LD-2009096,sensedisambiguation,Eiffel,0.2587
442,INEX_LD-2009096,sensedisambiguation.replace,eiffel,0.2587
443,INEX_LD-2009096,stem.krovetz,eiffel,0.2587
444,INEX_LD-2009096,stem.lovins,eiffel,0.2587
445,INEX_LD-2009096,stem.paicehusk,eiffel,0.2587
446,INEX_LD-2009096,stem.porter,eiffel,0.2587
447,INEX_LD-2009096,stem.porter2,eiffel,0.2587
448,INEX_LD-2009096,stem.sstemmer,eiffel,0.2587
449,INEX_LD-2009096,tagmee.topn3,eiffel,0.2587
450,INEX_LD-2009096,termluster.topn5.3.bm25,eiffel,0.2587
451,INEX_LD-2009096,termluster.topn5.3.qld,eiffel,0.2587
452,INEX_LD-2009096,thesaurus.topn3,eiffel,0.2587
453,INEX_LD-2009096,thesaurus.topn3.replace,eiffel,0.2587
454,INEX_LD-2009096,wiki.topn3,eiffel,0.2587
455,INEX_LD-2009096,wordnet.topn3.replace,Alexandre Gustave Eiffel,0.193
456,INEX_LD-2009096,bt_bing_french,Eiffel tower,0.1429
457,INEX_LD-2009096,glove.topn3,eiffel tower stk,0.1422
458,INEX_LD-2009096,bt_nllb_french,The Eiffel fire,0.0862
459,INEX_LD-2009096,conceptnet.topn3,eiffel Alexandre Gustave Eiffel standardize a pure object oriented programming language,0.0373
460,INEX_LD-2009096,relevancefeedback.topn10.qld,eiffel program softwar copi sexual languag objectori develop,0.027
461,INEX_LD-2009096,relevancefeedback.topn10.bm25,eiffel program softwar notat develop confer sexual objectori link,0.0135
462,INEX_LD-2009096,word2vec.topn3,eiffel hanoi tower martello,0.0088
463,INEX_LD-2009096,conceptnet.topn3.replace,Alexandre Gustave Eiffel standardize a pure object oriented programming language,0.0068
464,INEX_LD-2009096,anchor.topn3,eiffel friedrich clemens gerk aviméta wilshiregrand,0.0008
465,INEX_LD-2009096,glove.topn3.replace,tower stk,0.0003
466,INEX_LD-2009096,anchor.topn3.replace,friedrich clemens gerk aviméta wilshiregrand,0.0
467,INEX_LD-2009096,bertqe.topn10.bm25,categori sexual orient paraphilia similarentitynam,0.0
468,INEX_LD-2009096,bertqe.topn10.qld,objectophil objectophilia objectophilia wed objectum,0.0
469,INEX_LD-2009096,bt_nllb_arabic,I m not,0.0
470,INEX_LD-2009096,bt_nllb_chinese_yue,I m not sure,0.0
471,INEX_LD-2009096,bt_nllb_german,Eggs,0.0
472,INEX_LD-2009096,bt_nllb_korean,The Epel,0.0
473,INEX_LD-2009096,bt_nllb_persian,I m going to the hospital,0.0
474,INEX_LD-2009096,bt_nllb_tamil,the ifel,0.0
475,INEX_LD-2009096,stem.trunc4,eiff,0.0
476,INEX_LD-2009096,stem.trunc5,eiffe,0.0
477,INEX_LD-2009096,tagmee.topn3.replace,,0.0
478,INEX_LD-2009096,wiki.topn3.replace,,0.0
479,INEX_LD-2009096,word2vec.topn3.replace,hanoi tower martello,0.0
480,INEX_LD-2009111,-1,europe solar power facility,0.0582
481,INEX_LD-2009111,sensedisambiguation.replace,european union solar world power facility,0.1666
482,INEX_LD-2009111,word2vec.topn3,europe solar power facility germany european europe photovoltaic non solar power authority facilty,0.146
483,INEX_LD-2009111,sensedisambiguation,europe european union solar power world power facility,0.145
484,INEX_LD-2009111,word2vec.topn3.replace,germany european europe photovoltaic non solar power authority facilty,0.13
485,INEX_LD-2009111,bt_bing_malay,European Solar Energy Facilities,0.1218
486,INEX_LD-2009111,bt_bing_persian,European Solar Energy Facility,0.1218
487,INEX_LD-2009111,bt_bing_chinese_simplified,European solar power facilities,0.1193
488,INEX_LD-2009111,bt_nllb_malay,European solar power facilities,0.1193
489,INEX_LD-2009111,bt_nllb_korean,European solar power plants,0.1125
490,INEX_LD-2009111,bt_nllb_persian,European solar power plants,0.1125
491,INEX_LD-2009111,bt_nllb_russian,European solar power plant,0.1125
492,INEX_LD-2009111,conceptnet.topn3,europe solar power facility a kingdom continent a castle sun energy arboretum artifact menagerie,0.0799
493,INEX_LD-2009111,conceptluster.topn5.3.bm25,europe solar power facility solar power europe,0.0796
494,INEX_LD-2009111,conceptluster.topn5.3.qld,europe solar power facility solar power europe,0.0796
495,INEX_LD-2009111,tagmee.topn3,europe solar power facility Europe Solar power,0.0796
496,INEX_LD-2009111,bt_bing_french,Solar power plant in Europe,0.0706
497,INEX_LD-2009111,bt_bing_german,Solar power plant in Europe,0.0706
498,INEX_LD-2009111,bt_bing_russian,Solar power plant in Europe,0.0706
499,INEX_LD-2009111,bt_nllb_chinese_yue,Solar powered plants in Europe,0.0706
500,INEX_LD-2009111,bt_nllb_german,Europe solar power plant,0.0706
501,INEX_LD-2009111,wiki.topn3,europe solar power facility cultural concepts peninsulas asia europe europe solar energy solar power alternative energy solar power,0.0675
502,INEX_LD-2009111,glove.topn3,europe solar power facility european asia photovoltaic geothermal control addition,0.0635
503,INEX_LD-2009111,relevancefeedback.topn10.bm25,europe solar power facility radar univers energi centrosolar advanc,0.0618
504,INEX_LD-2009111,bt_bing_swahili,European Solar Power Station,0.0605
505,INEX_LD-2009111,bt_bing_arabic,Solar Power Facility in Europe,0.0582
506,INEX_LD-2009111,bt_bing_tamil,Europe Solar Power Facility,0.0582
507,INEX_LD-2009111,bt_nllb_arabic,Europe solar power facility,0.0582
508,INEX_LD-2009111,docluster.topn10.3.bm25,europe solar power facility,0.0582
509,INEX_LD-2009111,docluster.topn10.3.qld,europe solar power facility,0.0582
510,INEX_LD-2009111,original,europe solar power facility,0.0582
511,INEX_LD-2009111,relevancefeedback.topn10.qld,europe solar power facility,0.0582
512,INEX_LD-2009111,rm3.topn10.10.0.5.bm25,europe solar power facility,0.0582
513,INEX_LD-2009111,rm3.topn10.10.0.5.qld,europe solar power facility,0.0582
514,INEX_LD-2009111,stem.krovetz,europe solar power facility,0.0582
